	item_id	TITLE
236	239	Каникулы Гуфи
237	240	Убежище
238	241	Флюк
239	242	Фаринелли-кастрат
240	243	Горди
241	244	Гамби
242	245	Стеклянный щит
243	246	Баскетбольные мечты
244	247	Небесные создания
245	248	Гость
246	249	Бессмертная возлюбленная
247	250	Толстопузы
248	251	Преследуемый
249	252	Коэффициент интеллекта
250	253	Интервью с вампиром
251	254	Джефферсон в Париже
252	255	Шутники
253	256	Джуниор
254	257	Правое дело
255	258	Первый рыцарь при дворце короля Артура
256	259	Поцелуй смерти
257	260	Звёздные войны: Эпизод 4 - Новая надежда
258	261	Маленькие женщины
259	262	Маленькая принцесса
260	263	Божья коровка, улети на небо
261	264	Ад
262	265	Как вода для шоколада
263	266	Легенды осени
264	267	Майор Пэйн
265	268	Маленькая Одесса
266	269	Моя безумная жизнь
267	270	Любовная история
268	271	Дело Исайи
269	272	Безумие короля Георга
270	273	Франкенштейн
271	274	Кто в доме хозяин
272	275	Совершенно чокнутый
273	276	Карманные деньги
274	277	Чудo на 34-й улице
275	278	Рапсодия Майами
276	279	Моя семья
277	280	Убийство первой степени
278	281	Дураков нет
279	282	Нелл
280	283	Дела в Нью-Джерси
281	284	Нью-йоркский полицейский
282	285	Большой бедлам
283	286	Немезида 2: Невидимка
284	287	Нина берёт любовника
285	288	Прирожденные убийцы
286	289	Только ты
287	290	Когда-то были воинами
288	292	Эпидемия
289	293	Леон
290	294	Семья Перес
291	295	Пироманьяк: История любви
292	296	Криминальное чтиво
293	297	Пантера
294	298	Толкающие руки
295	299	Священник
296	300	Телевикторина
297	301	Невеста по фотографии
298	302	Королева Марго
299	303	Быстрый и мёртвый
300	304	Соседи по комнате
301	305	Bыcокая мода
302	306	Три цвета: Красный
303	307	Три цвета: Синий
304	308	Три цвета: Белый
305	309	Red Firecracker, Green Firecracker (Pao Da Shuang Deng)
306	310	Возьми ребенка напрокат
307	311	Relative Fear
308	312	Стюарт спасает свою семью
309	313	Принцесса Лебедь
310	314	Тайна острова Роан-Иниш
311	315	Специалист
312	316	Звёздные врата
313	317	Санта Клаус
314	318	Побег из Шоушенка
315	319	Неглубокая могила
316	320	Швы
317	321	Клубника и шоколад
318	322	Среди акул
319	324	Чего мы стоим в жизни
320	325	Большое путешествие
321	326	Жить
322	327	Танкистка
323	328	Байки из склепа: Демон ночи
324	329	Звездный путь 7: Поколения
325	330	Истории квартала
326	331	Том и Вив
327	332	Деревня проклятых
328	333	Увалень Томми
329	334	Ваня с 42-й улицы
330	335	Там внутри
331	336	Ходячие мертвецы
332	337	Что гложет Гилберта Грейпа
333	338	Виpтуозность
334	339	Пока ты спал
335	340	Война
336	341	Двойная радость
337	342	Свадьба Мюриэл
338	343	Веселые няньки
339	344	Эйс Вентура: Розыск домашних животных
340	345	Приключения Присциллы, королевы пустыни
341	346	Битлз: Четыре плюс один (Пятый в квартете)
342	347	Горькая луна
343	348	Пули над Бродвеем
344	349	Прямая и явная угроза
345	350	Клиент
346	351	Коррина, Коррина
347	352	Круклин
348	353	Ворон
349	354	Кобб
350	355	Флинтстоуны
351	356	Форрест Гамп
352	357	Четыре свадьбы и oдни похороны
353	358	Bыcшее образование
354	359	А мне так нравится
355	360	Я люблю неприятности
356	361	Счастливый случай
357	362	Книга джунглей
358	363	Прекрасная и ужасная жизнь Лени Рифеншталь
359	364	Король Лев
360	365	Маленький Будда
361	366	Кошмар на улице Вязов 7: Новый кошмар
362	367	Маска
363	368	Мэверик
364	369	Миссис Паркер и порочный круг
365	370	Голый пистолет 33 1/3: Последний выпад
366	371	Газета
367	372	Реальность кусается
368	373	Придорожное заведение
369	374	Богатенький Ричи
370	375	Безопасный проход
371	376	Дикая река
372	377	Скорость
373	378	Без слов
374	379	Патруль времени
375	380	Правдивая ложь
376	381	Когда мужчина любит женщину
377	382	Волк
378	383	Уайатт Эрп
379	384	Плохая компания
380	385	Любовь без имени
381	386	Японский городовой
382	387	Пропавшие миллионы
383	388	Boys Life
384	389	Полковник Шабер
385	390	Faster Pussycat! Kill! Kill!
386	391	Узы братства
387	392	Секретные приключения мальчика-с-пальчик
388	393	Уличный боец
389	394	Хладнокровный
390	395	Desert Winds
391	396	Время падения
392	397	Страх
393	398	Фрэнк и Олли
394	399	Девушка в кадиллаке
395	400	Убийство
396	401	Мираж
397	402	Open Season
398	403	Two Crimes (Dos crímenes)
399	404	Brother Minister: The Assassination of Malcolm X
400	405	Горец 3: Последнее измерение
401	406	Federal Hill
402	407	В пасти безумия
403	408	8 секунд
404	409	Над кольцом
405	410	Ценности семейки Аддамс
406	411	Мартин Лоуренс: Ты такой сумасшедший
407	412	Эпоха невинности
408	413	Пустоголовые
409	414	Непобедимый дикарь
410	415	Слежка 2: Снова в засаде
411	416	Плохие девчонки
412	417	Барселона
413	418	Быть человеком
414	419	Деревенщина из Беверли-Хиллз
415	420	Полицейский из Беверли-Хиллз 3
416	421	Чeрный красавец
417	422	Мгновение ока
418	423	Подрывники
419	424	Азартная игра
420	425	Голубое небо
421	426	Похитители тел
422	427	Елена в ящике
423	428	Bronkskaya istoriya
424	429	Юнга
425	430	Девушка из календаря
426	431	Путь Карлито
427	432	Городские пижоны 2: Легенда о золоте Кёрли
428	433	Стерлось из памяти
429	434	Скалолаз
430	435	Яйцеголовые
431	436	Цвет ночи
432	437	Отвали!
433	438	У ковбоев так принято
434	439	Опасные игры
435	440	Дейв
436	441	Под кайфом и в смятении
437	442	Разрушитель
438	443	Бесконечное лето 2
439	444	Даже девушки-ковбои иногда грустят
440	445	Фатальный инстинкт
441	446	Прощай, моя наложница
442	447	Услуга
443	448	Бесстрашный
444	449	Страх перед черной шляпой
445	450	С почестями
446	451	Плоть от плоти
447	452	Вдовья гора
448	453	Консьерж
449	454	Фирма
450	455	Освободите Вилли
451	456	Дерзкий
452	457	Беглец
453	458	Джеронимо: Американская легенда
454	459	Побег
455	460	Как справиться с отцом
456	461	Ловись, рыбка
457	462	Хороший человек в Африке
458	463	Виновен вне подозрений
459	464	Трудная мишень
460	465	Небо и земля
461	466	Горячие головы 2
462	467	Мальчишник наоборот
463	468	Англичанин, который поднялся на холм, но спустился с горы
464	469	Дом духов
465	470	Домашняя вечеринка 3
466	471	Подручный Хадсакера
467	472	Я сделаю все
468	473	Армейские приключения
469	474	На линии огня
470	475	Во имя отца
471	476	Чернильница
472	477	На что способна любовь
473	478	Джимми-Голливуд
474	479	Ночь страшного суда
475	480	Парк юрского периода
476	481	Калифорния
477	482	Убить Зои
478	483	Царь горы
479	484	Лэсси
480	485	Последний киногерой
481	486	Жизнь с Майки
482	487	Джек - молния
483	488	М. Баттерфляй
484	489	Сделано в Америке
485	490	Готова на всё
486	491	Чeловек без лица
487	492	Загадочное убийство в Манхэттэне
488	493	Угроза для общества
489	494	Приказано уничтожить
490	495	Империя чувств
491	496	Что случилось тогда...
492	497	Много шума из ничего
493	498	Мистер Джонс
494	499	Мистер Прекрасный
495	500	Миссис Даутфайр
496	501	Обнаженная
497	502	Парень-каратист 4
498	503	Новое время
499	504	Побег невозможен
500	505	Норт
501	506	Орландо
502	507	Sovershennyy mir
503	508	Филадельфия
504	509	Пианино
505	510	Поэтичная Джастис
506	511	Программа
507	512	Кукловоды
508	513	Убийства на радио
509	514	Осторожно, заложник!
510	515	На исходе дня
511	516	Чeловек эпохи Bозрождения
512	517	Восходящее солнце
513	518	Дорога на Вэлвилл
514	519	Робокоп 3
515	520	Робин Гуд: Мужчины в трико
516	521	Ромео истекает кровью
517	522	Скины
518	523	Руби в раю
519	524	Руди
520	525	Святой из форта Вашингтон
521	526	Дикие ночи
522	527	Список Шиндлера
523	528	Скаут
524	529	Выбор игры
525	530	Второй лучший
526	531	Таинственный сад
527	532	Мамочка-маньячка-убийца
528	533	Тень
529	534	Страна теней
530	535	Короткий монтаж
531	536	Поворот судьбы
532	537	Сирены
533	538	Шесть степеней отчуждения
534	539	Неспящие в Сиэтле
535	540	Щепка
536	541	Бегущий по лезвию
537	542	Зятёк
538	543	Я женился на убийце с топором
539	544	На расстоянии удара
540	546	Супербратья Марио
541	547	Игра на выживание
542	548	Скорость падения
543	549	Тридцать две истории о Гленне Гульде
544	550	Трое
545	551	Кошмар перед Рождеством
546	552	Три мушкетера
547	553	Тумстоун: Легенда дикого запада
548	554	Суд присяжных
549	555	Настоящая любовь
550	556	Военная комната
551	558	Повелитель страниц
552	559	Paris, France
553	560	Египетские бобы
554	561	Киллер
555	562	Добро пожаловать в кукольный дом
556	563	Жерминаль
557	564	Конвоиры
558	565	Хронос
559	566	Нагие из Нью-Йорка
560	567	Кика
561	568	Бхаджи на пляже
562	569	Маленькая большая лига
563	570	Рогатка
564	571	Wedding Gift, The
565	572	Foreign Student
566	573	Я надеюсь, что выкарабкаюсь
567	574	Раскрепощение
568	575	Маленькие негодяи
569	576	Fausto
570	577	Андре
571	579	Охрана
572	580	Принцесса Карабу
573	581	Целлулоидный шкаф
574	582	Метиска
575	583	Дорогой дневник
576	584	I Don't Want to Talk About It (De eso no se habla)
577	585	Семейка Брэди
578	586	Home Alone
579	587	Привидение
580	588	Аладдин
581	589	Терминатор 2: Судный день
582	590	Танцующий с волками
583	591	Крутой и опасный
584	592	Бэтмен
585	593	Молчание ягнят
586	594	Белоснежка и семь гномов
587	595	Красавица и чудовище
588	596	Пиноккио
589	597	Красотка
590	598	Окно в Париж
591	599	Дикая банда
592	600	Любовь и 45 калибр
593	601	Wooden Man's Bride, The (Yan shen)
594	602	Great Day in Harlem, A
595	603	Прощай, любовь
596	604	Criminals
597	605	Один прекрасный день
598	606	Кэндимэн 2: Прощание с плотью
599	607	Столетие
600	608	Фарго
601	609	Дорога домой-II: Затерянные в Сан-Франциско
602	610	Тяжелый метал
603	611	Bосставший из ада IV: Кровное родство
604	612	Чyжие похороны
605	613	Джейн Эйр
606	614	Loaded
607	615	Bread and Chocolate (Pane e cioccolata)
608	616	Коты-аристократы
609	617	Цветок моей тайны
610	618	Двое - это слишком
611	619	Эд
612	620	Крик камня
613	621	Любимое время года
614	623	Modern Affair, A
615	625	Asfour Stah
616	626	Тонкая грань между любовью и ненавистью
617	627	Последний ужин
618	628	Первобытный страх
619	629	Rude
620	630	Увлекшийся
621	631	Все псы попадают в рай 2
622	632	Земля и свобода
623	633	Звонок Денизы
624	634	Теодор Рекс
625	635	Семейное дело
626	636	Прыжок
627	637	Сержант Билко
628	638	Джек и Сара
629	639	Девушка No6
630	640	Дьявольщина
631	641	Индеец в Париже
632	642	Roula
633	643	Peanuts - Die Bank zahlt alles
634	644	Happy Weekend
635	645	Нелли и месье Арно
636	647	Мужество в бою
637	648	Миссия невыполнима
638	649	Холодная лихорадка
639	650	Молл Флэндерс
640	651	Классная женщина
641	652	301, 302
642	653	Сердце дракона
643	654	And Nobody Weeps for Me (Und keiner weint mir nach)
644	655	My Mother's Courage (Mutters Courage)
645	656	Эдди
646	657	Невероятные приключения янки в Африке
647	658	Billy's Holiday
648	659	Purple Noon (Plein soleil)
649	660	Август
650	661	Джеймс и гигантский персик
651	662	Страх
652	663	Таблетка радости
653	664	Верность
654	665	Андеграунд
655	666	Цветения пора
656	667	Кровавый спорт 2
657	668	Song of the Little Road (Pather Panchali)
658	670	World of Apu, The (Apur Sansar)
659	671	Таинственный театр 3000 года
660	672	Тарантелла
661	673	Космический джем
662	674	Barbarella
663	675	Преступницы поневоле
664	676	They Bite
665	678	Некоторые люди называет это отточенным лезвием
666	679	Run of the Country, The
667	680	Альфавилль
668	681	Безупречная репутация
669	682	Tigrero: A Film That Was Never Made
670	683	Eye of Vichy, The (Oeil de Vichy, L')
671	684	Окна
672	685	Это моя вечеринка
673	687	Деревенская жизнь
674	688	Операция 'Слон'
675	690	Обещание
676	691	Миссис Уинтерборн
677	692	Соло
678	693	Under the Domim Tree (Etz Hadomim Tafus)
679	694	Замена
680	695	Настоящее преступление
681	696	Поцелуй бабочки
682	697	Чувствуя Миннесоту
683	698	Дельта Венеры
684	699	To Cross the Rubicon
685	700	Станцуем, крошка
686	701	Данс
687	702	Faces
688	703	Парни
689	704	В поисках приключений
690	705	Так поступают все
691	706	Парк Сансет
692	707	Скала Малхолланд
693	708	Правда о кошках и собаках
694	709	Оливер и компания
695	710	Баскетбольная лихорадка
696	711	Флиппер
697	712	Пленники
698	713	Любовь и мрак
699	714	Мертвец
700	715	Гусар на крыше
701	716	Switchblade Sisters
702	717	Лицом к лицу
703	718	Пришельцы
704	719	Множество
705	720	Wallace & Gromit: The Best of Aardman Animation
706	721	Halfmoon (Paul Bowles - Halbmond)
707	722	Haunted World of Edward D. Wood Jr., The
708	723	Two Friends
709	724	Колдовство
710	725	Большой белый обман
711	726	Последний танец
712	727	War Stories
713	728	Неуютная ферма
714	729	Институт Бенжамента или Эту мечту люди зовут человеческой жизнью
715	730	Low Life
716	731	Пленники небес
717	732	Горячий город
718	733	Скала
719	734	Зигзаг неудачи
720	735	О смерти, о любви
721	736	Смерч
722	737	Не называй меня малышкой
723	738	Сорванец
724	739	Honey Moon (Honigmond)
725	741	Призрак в доспехах
726	742	Худеющий
727	743	Неистребимый шпион
728	744	Brothers in Trouble
729	745	Уоллес и Громит: Выбрить наголо
730	746	Force of Evil
731	747	Семейка придурков
732	748	Прибытие
733	749	Man from Down Under, The
734	750	Доктор Стрейнджлав, или Как я научился не волноваться и полюбил атомную бомбу
735	751	Осторожность
736	752	Vermont Is For Lovers
737	753	Месяц на озере
738	754	Тайна медвежьей горы
739	755	Kim
740	756	Carmen Miranda: Bananas Is My Business
741	757	Прах времен
742	758	Jar, The (Khomreh)
743	759	Maya Lin: A Strong Clear Vision
744	760	Сталинград
745	761	Фантом
746	762	Стриптиз
747	763	Последний из великих королей
748	764	Тяжелый
749	765	Джек
750	766	Я стреляла в Энди Уорхола
751	767	Лесная арфа
752	768	Чужая Америка
753	769	Marlene Dietrich: Shadow and Light
754	770	Costa Brava
755	771	Life Is Rosy (a.k.a. Life Is Beautiful) (Vie est belle, La)
756	772	Quartier Mozart
757	773	Touki Bouki
758	774	Wend Kuuni (a.k.a. God's Gift)
759	775	Spirits of the Dead
760	776	Детская лихорадка
761	777	Армия фараона
762	778	На игле
763	779	Ускользающий идеал
764	780	День независимости
765	781	Ускользающая красота
766	782	Фанат
767	783	Горбун из Нотр-Дама
768	784	Кабельщик
769	785	Заводила
770	786	Стиратель
771	787	Gate of Heavenly Peace, The
772	788	Чoкнутый профессор
773	789	I, the Worst of All (Yo, la peor de todas)
774	790	Незабываемое лето
775	791	Last Klezmer: Leopold Kozlowski, His Life and Music, The
776	792	Hungarian Fairy Tale, A (Hol volt, hol nem volt)
777	793	My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud)
778	794	Midnight Dancers (Sibak)
779	795	Тот, кто влюблен
780	796	Very Natural Thing, A
781	797	Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La)
782	798	Дневной свет
783	799	Страшилы
784	800	Звезда шерифа
785	801	Шпионка Хэрриэт
786	802	Феномен
787	803	Гуляют, болтают
788	804	Только она единственная
789	805	Время убивать
790	806	Американский бизон
791	807	Свидания в Париже
792	808	Аляска
793	809	Беглецы
794	810	Джинна вызывали?
795	812	Волшебный стрелок
796	813	Больше, чем жизнь
797	814	Парень, которого звали Ненависть
798	815	На волне смерти
799	816	Две смерти
800	818	Семейка Брэди 2
801	819	Stefano Quantestorie
802	820	Death in the Garden (Mort en ce jardin, La)
803	821	Crude Oasis, The
804	822	Hedd Wyn
805	823	Collector, The (La collectionneuse)
806	824	Kaspar Hauser
807	825	Настоящие мужики
808	826	Women Robbers (Diebinnen)
809	827	Монастырь
810	828	Приключения Пиноккио
811	829	Квартирка Джо
812	830	Клуб первых жён
813	831	Стоунвол
814	832	Выкуп
815	833	Учитель и чудовища
816	834	Толстяк на пляже
817	835	Ложный огонь
818	836	Цепная реакция
819	837	Матильда
820	838	Эмма
821	839	Ворон: Город ангелов
822	840	Домашний арест
823	841	Eyes Without a Face (Yeux sans visage, Les)
824	842	Байки из склепа: Кровавый бордель
825	843	Lotto Land
826	844	Story of Xinghua, The (Xinghua san yue tian)
827	845	Day the Sun Turned Cold, The (Tianguo niezi)
828	846	Флирт
829	847	Big Squeeze, The
830	848	Гриль-бар 'Порох'
831	849	Побег из Лос-Анджелеса
832	850	Рикша
833	851	Баския
834	852	Жестяной кубок
835	853	Dingo
836	854	Ballad of Narayama, The (Narayama Bushiko)
837	855	Every Other Weekend (Un week-end sur deux)
838	856	Mille bolle blu
839	857	Crows and Sparrows (Wuya yu maque)
840	858	Крёстный отец
841	859	Hippie Revolution, The
842	860	Самый желанный мужчина
843	861	Полицейская история 3: Суперполицейский
844	862	Воришки
845	864	Wife, The
846	865	Маленькие личики
847	866	Связь
848	867	Автостоянка
849	868	Death in Brunswick
850	869	Канзас Сити
851	870	На рыбалку
852	871	Любовный узел
853	872	Да здравствует любовь
854	873	Shadow of Angels (Schatten der Engel)
855	874	Убийца: Дневник убийств
856	875	Nothing to Lose
857	876	Супер полицейский 2
858	877	Выпускницы
859	878	Bye-Bye
860	879	Реликт
861	880	Остров доктора Моро
862	881	Первый ребенок страны
863	882	Эффект спускового курка
864	884	Sweet Nothing
865	885	Богус
866	886	Пуленепробиваемый
867	887	Разговор ангелов
868	889	1-900 (06)
869	890	Baton Rouge (Bâton rouge)
870	891	Хэллоуин 6: Проклятие Майкла Майерса
871	892	Двенадцатая ночь или что угодно
872	893	Мать-тьма
873	894	Liebelei
874	895	Venice/Venice
875	896	Дикий тростник
876	897	For Whom the Bell Tolls
877	898	Филадельфийская история
878	899	Поющие под дождём
879	900	American in Paris, An
880	901	Забавная мордашка
881	902	Завтрак у «Тиффани»
882	903	Головокружение
883	904	Окно во двор
884	905	Это случилось однажды ночью
885	906	Gaslight
886	907	Веселый развод
887	908	На север через северо-запад
888	909	Квартира
889	910	В джазе только девушки
890	911	Charade
891	912	Casablanca
892	913	Мальтийский сокол
893	914	Моя прекрасная леди
894	915	Сабрина
895	916	Римские каникулы
896	917	Little Princess, The
897	918	Встреть меня в Сент-Луисе
898	919	Волшебник страны Оз
899	920	Унесённые ветром
900	921	My Favorite Year
901	922	Сансет бульвар
902	923	Гражданин Кейн
903	924	2001 год: Космическая одиссея
904	925	Golden Earrings
905	926	All About Eve
906	927	Women, The
907	928	Ребекка
908	929	Foreign Correspondent
909	930	Дурная слава
910	931	Spellbound
911	932	Affair to Remember, An
912	933	To Catch a Thief
913	934	Father of the Bride
914	935	Band Wagon, The
915	936	Ninotchka
916	937	Love in the Afternoon
917	938	Gigi
918	939	Reluctant Debutante, The
919	940	Adventures of Robin Hood, The
920	941	Mark of Zorro, The
921	942	Лора
922	943	Ghost and Mrs. Muir, The
923	944	Lost Horizon
924	945	Top Hat
925	946	To Be or Not to Be
926	947	My Man Godfrey
927	948	Giant
928	949	East of Eden
929	950	Thin Man, The
930	951	His Girl Friday
931	952	Around the World in 80 Days
932	953	Эта замечательная жизнь
933	954	Мистер Смит едет в Вашингтон
934	955	Bringing Up Baby
935	956	Penny Serenade
936	957	Scarlet Letter, The
937	958	Lady of Burlesque
938	959	Of Human Bondage
939	960	Angel on My Shoulder
940	961	Little Lord Fauntleroy
941	962	They Made Me a Criminal
942	963	Inspector General, The
943	964	Angel and the Badman
944	965	39 Steps, The
945	966	A Walk in the Sun
946	967	Outlaw, The
947	968	Ночь живых мертвецов
948	969	African Queen, The
949	970	Beat the Devil
950	971	Кошка на раскалённой крыше
951	972	Last Time I Saw Paris, The
952	973	Познакомьтесь с Джоном Доу
953	974	Algiers
954	975	Something to Sing About
955	976	Farewell to Arms, A
956	977	Moonlight Murder
957	979	Ничего личного
958	980	Yes, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie)
959	981	Опасная земля
960	982	Picnic
961	983	Madagascar Skin
962	984	Причуды любви
963	985	Small Wonders
964	986	Летите домой
965	987	Блаженство
966	988	Утеха сердца моего
967	989	Сестра сна
968	990	Максимальный риск
969	991	Майкл Коллинз
970	992	Жена богача
971	993	Бесконечность
972	994	Большая ночь
973	996	Герой - одиночка
974	997	Ложь
975	998	Вызов
976	999	Два дня в долине
977	1000	Запекшаяся кровь
978	1001	Associate, The (Associé, L')
979	1002	Ed's Next Move
980	1003	Крайние меры
981	1004	Мерцающий
982	1005	Могучие утята 3
983	1006	Камера
984	1007	Apple Dumpling Gang, The
985	1008	Davy Crockett, King of the Wild Frontier
986	1009	Escape to Witch Mountain
987	1010	Love Bug, The
988	1011	Herbie Rides Again
989	1012	Old Yeller
990	1013	Parent Trap, The
991	1014	Pollyanna
992	1015	Дорога домой: Невероятное путешествие
993	1016	Shaggy Dog, The
994	1017	Swiss Family Robinson
995	1018	That Darn Cat!
996	1019	20000 лье под водой
997	1020	Крутые виражи
998	1021	Ангелы у кромки поля
999	1022	Золушка
1000	1023	Winnie the Pooh and the Blustery Day
1001	1024	Три кабальеро
1002	1025	Меч в камне
1003	1026	So Dear to My Heart
1004	1027	Робин Гуд: Принц воров
1005	1028	Мэри Поппинс
1006	1029	Дамбо
1007	1030	Pete's Dragon
1008	1031	Bedknobs and Broomsticks
1009	1032	Алиса в Стране чудес
1010	1033	Лис и пёс
1011	1034	Шоссе
1012	1035	Звуки музыки
1013	1036	Крепкий орешек
1014	1037	Газонокосильщик
1015	1038	Отцепись от звезд
1016	1039	Synthetic Pleasures
1017	1040	Секретный агент
1018	1041	Тайны и ложь
1019	1042	То, что ты делаешь
1020	1043	Джиллиан на день рождения
1021	1044	Прожить жизнь с Пикассо
1022	1045	Любовь и больше ничего
1023	1046	Красота
1024	1047	A Long Kiss at Night
1025	1049	Призрак и Тьма
1026	1050	B поисках Ричарда
1027	1051	Истина в вине
1028	1052	Владелица
